movieId,title,genres

892,Twelfth Night (1996),Drama|Romance|Comedy|

33660,Cinderella Man (2005),Drama|Romance|

893,Mother Night (1996),Drama|

896,Wild Reeds (Les roseaux sauvages) (1994),Drama|

897,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War|

898,Philadelphia Story, The (1940),Drama|Romance|Comedy|

899,Singin' in the Rain (1952),Romance|Comedy|Musical|

900,American in Paris, An (1951),Romance|Musical|

901,Funny Face (1957),Comedy|Musical|

33669,Sisterhood of the Traveling Pants, The (2005),Adventure|Drama|Comedy|

902,Breakfast at Tiffany's (1961),Drama|Romance|

903,Vertigo (1958),Drama|Thriller|Romance|Mystery|

904,Rear Window (1954),Thriller|Mystery|

33672,Lords of Dogtown (2005),Action|Drama|Comedy|

905,It Happened One Night (1934),Romance|Comedy|

906,Gaslight (1944),Drama|Thriller|

907,Gay Divorcee, The (1934),Romance|Comedy|Musical|

908,North by Northwest (1959),Action|Adventure|Thriller|Romance|Mystery|

909,Apartment, The (1960),Drama|Romance|Comedy|

910,Some Like It Hot (1959),Crime|Comedy|

911,Charade (1963),Thriller|Crime|Romance|Comedy|Mystery|

33679,Mr. & Mrs. Smith (2005),Action|Adventure|Romance|Comedy|

99214,Aziz Ansari: Intimate Moments for a Sensual Evening (2010),Documentary|Comedy|

912,Casablanca (1942),Drama|Romance|

50064,Good German, The (2006),Drama|Thriller|Mystery|

913,Maltese Falcon, The (1941),Film-Noir|Mystery|

33681,Adventures of Sharkboy and Lavagirl 3-D, The (2005),Action|Adventure|Fantasy|Children|

914,My Fair Lady (1964),Drama|Romance|Comedy|Musical|

915,Sabrina (1954),Romance|Comedy|

33683,High Tension (Haute tension) (Switchblade Romance) (2003),Horror|Thriller|

82834,Elena and Her Men (Paris Does Strange Things) (Elena et les hommes) (1956),Drama|Romance|Comedy|

916,Roman Holiday (1953),Drama|Romance|Comedy|

50068,Letters from Iwo Jima (2006),Drama|War|

917,Little Princess, The (1939),Drama|Children|

99220,Quartet (2012),Drama|Comedy|

918,Meet Me in St. Louis (1944),Musical|

919,Wizard of Oz, The (1939),Adventure|Fantasy|Children|Musical|

920,Gone with the Wind (1939),Drama|Romance|War|

921,My Favorite Year (1982),Comedy|

922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir|Drama|Romance|

923,Citizen Kane (1941),Drama|Mystery|

924,2001: A Space Odyssey (1968),Sci-Fi|Adventure|Drama|

926,All About Eve (1950),Drama|

927,Women, The (1939),Comedy|

928,Rebecca (1940),Drama|Thriller|Romance|Mystery|

115617,Big Hero 6 (2014),Action|Animation|Comedy|

929,Foreign Correspondent (1940),Film-Noir|Drama|Thriller|Mystery|

930,Notorious (1946),Film-Noir|Thriller|Romance|

931,Spellbound (1945),Thriller|Romance|Mystery|

932,Affair to Remember, An (1957),Drama|Romance|

933,To Catch a Thief (1955),Thriller|Crime|Romance|Mystery|

82852,Little Fockers (2010),Comedy|

934,Father of the Bride (1950),Comedy|

935,Band Wagon, The (1953),Comedy|Musical|

82854,Gulliver's Travels (2010),Adventure|Fantasy|Comedy|

936,Ninotchka (1939),Romance|Comedy|

937,Love in the Afternoon (1957),Romance|Comedy|

66472,Way of War, The (2009),Action|Thriller|

938,Gigi (1958),Musical|

939,Reluctant Debutante, The (1958),Drama|Comedy|

940,Adventures of Robin Hood, The (1938),Action|Adventure|Romance|

941,Mark of Zorro, The (1940),Adventure|

942,Laura (1944),Film-Noir|Crime|Mystery|

943,Ghost and Mrs. Muir, The (1947),Drama|Fantasy|Romance|

944,Lost Horizon (1937),Drama|

945,Top Hat (1935),Romance|Comedy|Musical|

946,To Be or Not to Be (1942),Drama|War|Comedy|

947,My Man Godfrey (1936),Romance|Comedy|

948,Giant (1956),Western|Drama|Romance|

949,East of Eden (1955),Drama|

950,Thin Man, The (1934),Crime|Comedy|

951,His Girl Friday (1940),Romance|Comedy|

952,Around the World in 80 Days (1956),Adventure|Comedy|

953,It's a Wonderful Life (1946),Drama|Fantasy|Romance|

954,Mr. Smith Goes to Washington (1939),Drama|

33722,Ladies in Lavender (2004),Drama|Romance|Comedy|

955,Bringing Up Baby (1938),Romance|Comedy|

956,Penny Serenade (1941),Drama|Romance|

957,Scarlet Letter, The (1926),Drama|

33725,It's All Gone Pete Tong (2004),Drama|Comedy|Musical|

958,Lady of Burlesque (1943),Comedy|Mystery|

959,Of Human Bondage (1934),Drama|

960,Angel on My Shoulder (1946),Drama|Crime|

961,Little Lord Fauntleroy (1936),Drama|

963,Inspector General, The (1949),Musical|

964,Angel and the Badman (1947),Western|Romance|

965,39 Steps, The (1935),Drama|Thriller|Mystery|

966,Walk in the Sun, A (1945),War|

967,Outlaw, The (1943),Western|

968,Night of the Living Dead (1968),Sci-Fi|Horror|Thriller|

969,African Queen, The (1951),Adventure|Romance|War|Comedy|

970,Beat the Devil (1953),Adventure|Drama|Crime|Romance|Comedy|

971,Cat on a Hot Tin Roof (1958),Drama|

972,Last Time I Saw Paris, The (1954),Drama|

66509,Funny People (2009),Drama|Comedy|

132046,Tomorrowland (2015),Sci-Fi|Adventure|

973,Meet John Doe (1941),Drama|Comedy|

974,Algiers (1938),Drama|Romance|

66511,Berlin Calling (2008),Drama|Comedy|

976,Farewell to Arms, A (1932),Romance|War|

979,Nothing Personal (1995),Drama|War|

980,Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985),Action|

981,Dangerous Ground (1997),Drama|

982,Picnic (1955),Drama|

986,Fly Away Home (1996),Adventure|Children|

987,Bliss (1997),Drama|Romance|

988,Grace of My Heart (1996),Drama|Comedy|

990,Maximum Risk (1996),Action|Adventure|Thriller|

991,Michael Collins (1996),Drama|

993,Infinity (1996),Drama|

99296,Would You Rather (2012),Horror|Thriller|

994,Big Night (1996),Drama|Comedy|

82915,Tiger's Tail, The (2006),Drama|Thriller|Crime|Comedy|Mystery|

50147,Black Christmas (2006),Action|Horror|Thriller|

996,Last Man Standing (1996),Action|Drama|Thriller|Crime|

997,Caught (1996),Drama|Thriller|

50149,Happily N'Ever After (2007),Animation|Comedy|Children|

998,Set It Off (1996),Action|Crime|

999,2 Days in the Valley (1996),Film-Noir|Crime|

50151,Home of the Brave (2007),Action|Drama|War|

1000,Curdled (1996),Crime|

1003,Extreme Measures (1996),Drama|Thriller|

1004,Glimmer Man, The (1996),Action|Thriller|

1005,D3: The Mighty Ducks (1996),Comedy|Children|

1006,Chamber, The (1996),Drama|

1007,Apple Dumpling Gang, The (1975),Western|Comedy|Children|

1008,Davy Crockett, King of the Wild Frontier (1955),Western|Adventure|

50160,Miss Potter (2006),Drama|

1009,Escape to Witch Mountain (1975),Adventure|Fantasy|Children|

1010,Love Bug, The (1969),Comedy|Children|

1011,Herbie Rides Again (1974),Adventure|Comedy|Children|

33779,Eddie Izzard: Dress to Kill (1999),Comedy|

1012,Old Yeller (1957),Drama|Children|

1013,Parent Trap, The (1961),Romance|Comedy|Children|

33781,Quo Vadis (1951),Drama|Romance|

1014,Pollyanna (1960),Drama|Comedy|Children|

1015,Homeward Bound: The Incredible Journey (1993),Adventure|Drama|Children|

1016,Shaggy Dog, The (1959),Comedy|Children|

1017,Swiss Family Robinson (1960),Adventure|Children|

1018,That Darn Cat! (1965),Comedy|Mystery|Children|

1019,20,000 Leagues Under the Sea (1954),Sci-Fi|Adventure|Drama|

1020,Cool Runnings (1993),Comedy|

1021,Angels in the Outfield (1994),Comedy|Children|

1022,Cinderella (1950),Fantasy|Animation|Romance|Children|Musical|

1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical|

1024,Three Caballeros, The (1945),Animation|Children|Musical|

115713,Ex Machina (2015),Sci-Fi|Drama|Thriller|

1025,Sword in the Stone, The (1963),Fantasy|Animation|Children|Musical|

33794,Batman Begins (2005),Action|Crime|IMAX|

1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama|

1028,Mary Poppins (1964),Fantasy|Comedy|Children|Musical|

1029,Dumbo (1941),Drama|Animation|Children|Musical|

1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical|

1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical|

1032,Alice in Wonderland (1951),Adventure|Fantasy|Animation|Children|Musical|

1033,Fox and the Hound, The (1981),Drama|Animation|Children|

1034,Freeway (1996),Drama|Thriller|Crime|Comedy|

1035,Sound of Music, The (1965),Romance|Musical|

1036,Die Hard (1988),Action|Thriller|Crime|

1037,Lawnmower Man, The (1992),Action|Sci-Fi|Horror|Thriller|

50189,American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006),Romance|Comedy|

1038,Unhook the Stars (1996),Drama|

1040,Secret Agent, The (1996),Drama|

1041,Secrets & Lies (1996),Drama|

1042,That Thing You Do! (1996),Drama|Comedy|

1043,To Gillian on Her 37th Birthday (1996),Drama|Romance|

1044,Surviving Picasso (1996),Drama|

66581,Still Waiting... (2009),Comedy|

99349,Kevin Smith: Burn in Hell (2012),Comedy|

1046,Beautiful Thing (1996),Drama|Romance|

1047,Long Kiss Goodnight, The (1996),Action|Drama|Thriller|

33815,Perfect Man, The (2005),Drama|Romance|Comedy|

1049,Ghost and the Darkness, The (1996),Action|Adventure|

33817,My Summer of Love (2004),Drama|Romance|

1050,Looking for Richard (1996),Documentary|Drama|

1051,Trees Lounge (1996),Drama|

1053,Normal Life (1996),Drama|Crime|Romance|

33821,Deal, The (2005),Drama|

1054,Get on the Bus (1996),Drama|

33823,Bridge of San Luis Rey, The (2004),Drama|

1056,Jude (1996),Drama|

1057,Everyone Says I Love You (1996),Romance|Comedy|Musical|

1058,Bitter Sugar (Azúcar amarga) (1996),Drama|

1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance|

1060,Swingers (1996),Drama|Comedy|

1061,Sleepers (1996),Thriller|

66596,Mystery Team (2009),Crime|Comedy|Mystery|

33830,Herbie: Fully Loaded (2005),Adventure|Romance|Comedy|

1063,Johns (1996),Drama|

1064,Aladdin and the King of Thieves (1996),Fantasy|Animation|Romance|Comedy|Children|Musical|

33832,Yes (2004),Drama|

1066,Shall We Dance (1937),Romance|Comedy|Musical|

33834,Land of the Dead (2005),Action|Horror|Thriller|

1067,Damsel in Distress, A (1937),Romance|Comedy|Musical|

1068,Crossfire (1947),Film-Noir|Crime|

33836,Bewitched (2005),Fantasy|Romance|Comedy|

1069,Murder, My Sweet (1944),Film-Noir|Thriller|Crime|

1070,Macao (1952),Adventure|

33838,Rize (2005),Documentary|

1071,For the Moment (1994),Romance|War|

132146,The Harvest (2013),Drama|Thriller|

1073,Willy Wonka & the Chocolate Factory (1971),Fantasy|Comedy|Children|Musical|

1076,Innocents, The (1961),Drama|Horror|Thriller|

1077,Sleeper (1973),Sci-Fi|Comedy|

1078,Bananas (1971),War|Comedy|

1079,Fish Called Wanda, A (1988),Crime|Comedy|

1080,Monty Python's Life of Brian (1979),Comedy|

1081,Victor/Victoria (1982),Romance|Comedy|Musical|

1082,Candidate, The (1972),Drama|

1083,Great Race, The (1965),Comedy|Musical|

1084,Bonnie and Clyde (1967),Drama|Crime|

1085,Old Man and the Sea, The (1958),Adventure|Drama|

1086,Dial M for Murder (1954),Thriller|Crime|Mystery|

1087,Madame Butterfly (1995),Musical|

132157,Paul Blart: Mall Cop 2 (2015),Action|Crime|Comedy|

1088,Dirty Dancing (1987),Drama|Romance|Musical|

1089,Reservoir Dogs (1992),Thriller|Crime|Mystery|

1090,Platoon (1986),Drama|War|

1091,Weekend at Bernie's (1989),Comedy|

1092,Basic Instinct (1992),Thriller|Crime|Mystery|

1093,Doors, The (1991),Drama|

1094,Crying Game, The (1992),Drama|Thriller|Romance|

1095,Glengarry Glen Ross (1992),Drama|

1096,Sophie's Choice (1982),Drama|

1097,E.T. the Extra-Terrestrial (1982),Sci-Fi|Drama|Children|

1099,Christmas Carol, A (1938),Drama|Fantasy|Children|

1100,Days of Thunder (1990),Action|Drama|Romance|

1101,Top Gun (1986),Action|Romance|

66639,Street Fighter: The Legend of Chun-Li (2009),Action|Sci-Fi|Adventure|Thriller|

1103,Rebel Without a Cause (1955),Drama|

1104,Streetcar Named Desire, A (1951),Drama|

1105,Children of the Corn IV: The Gathering (1996),Horror|

1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary|

1112,Palookaville (1996),Action|Drama|Comedy|

33880,Me and You and Everyone We Know (2005),Drama|Comedy|

1113,Associate, The (1996),Comedy|

1114,Funeral, The (1996),Drama|Crime|

1116,Single Girl, A (Fille seule, La) (1995),Drama|

1117,Eighth Day, The (Huitième jour, Le) (1996),Drama|

1119,Drunks (1995),Drama|

1120,People vs. Larry Flynt, The (1996),Drama|Comedy|

1121,Glory Daze (1995),Drama|

50274,Venus (2006),Drama|Romance|

66659,Tyler Perry's Madea Goes to Jail (2009),Drama|Crime|Comedy|

1123,Perfect Candidate, A (1996),Documentary|

1124,On Golden Pond (1981),Drama|

1125,Return of the Pink Panther, The (1975),Crime|Comedy|

1126,Drop Dead Fred (1991),Fantasy|Comedy|

1127,Abyss, The (1989),Action|Sci-Fi|Adventure|Thriller|

1128,Fog, The (1980),Horror|

33896,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),Horror|

66665,Away We Go (2009),Drama|Romance|Comedy|

1129,Escape from New York (1981),Action|Sci-Fi|Adventure|Thriller|

1130,Howling, The (1980),Horror|Mystery|

1131,Jean de Florette (1986),Drama|Mystery|

1132,Manon of the Spring (Manon des sources) (1986),Drama|

99437,John Dies at the End (2012),Horror|Fantasy|Comedy|

1133,Talking About Sex (1994),Drama|Comedy|

1135,Private Benjamin (1980),Comedy|

33903,Edukators, The (Die Fetten Jahre sind vorbei) (2004),Drama|Crime|Romance|Comedy|

1136,Monty Python and the Holy Grail (1975),Adventure|Fantasy|Comedy|

33905,Somebody Up There Likes Me (1956),Action|Drama|Crime|

115824,Mr. Turner (2014),Drama|

83059,White Material (2009),Drama|Thriller|War|Mystery|

33912,Unmarried Woman, An (1978),Drama|Romance|Comedy|

1145,Snowriders (1996),Documentary|

33914,Racket, The (1951),Film-Noir|Drama|Crime|

83067,And Soon the Darkness (2010),Horror|Thriller|

1147,When We Were Kings (1996),Documentary|

1148,Wallace & Gromit: The Wrong Trousers (1993),Crime|Animation|Comedy|Children|

1150,Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982),Drama|

66686,Unsuspected, The (1947),Film-Noir|Drama|Thriller|

1152,He Walked by Night (1948),Film-Noir|Thriller|Crime|

1153,Raw Deal (1948),Film-Noir|

1154,T-Men (1947),Film-Noir|

66691,Thick as Thieves (a.k.a. Code, The) (2009),Crime|

1156,Children Are Watching Us, The (Bambini ci guardano, I) (1944),Drama|

1161,Tin Drum, The (Blechtrommel, Die) (1979),Drama|War|

1162,Ruling Class, The (1972),Drama|Comedy|

33930,Man with the Screaming Brain (2005),Sci-Fi|Adventure|Comedy|

1167,Dear God (1996),Comedy|

83086,Burlesque (2010),Drama|Romance|Musical|

1168,Bad Moon (1996),Action|Adventure|Horror|

148626,The Big Short (2015),Drama|

1169,American Dream (1990),Documentary|

1170,Best of the Best 3: No Turning Back (1995),Action|

1171,Bob Roberts (1992),Comedy|

1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama|

1173,Cook the Thief His Wife & Her Lover, The (1989),Drama|Comedy|

1175,Delicatessen (1991),Drama|Romance|Comedy|

1176,Double Life of Veronique, The (Double Vie de Véronique, La) (1991),Drama|Fantasy|Romance|

1177,Enchanted April (1992),Drama|Romance|

1178,Paths of Glory (1957),Drama|War|

1179,Grifters, The (1990),Film-Noir|Drama|Crime|

1180,Hear My Song (1991),Comedy|

1183,English Patient, The (1996),Drama|Romance|War|

1184,Mediterraneo (1991),Drama|Comedy|

1185,My Left Foot (1989),Drama|

1186,Sex, Lies, and Videotape (1989),Drama|

1187,Passion Fish (1992),Drama|

1188,Strictly Ballroom (1992),Romance|Comedy|

1189,Thin Blue Line, The (1988),Documentary|

1190,Tie Me Up! Tie Me Down! (¡�?tame!) (1990),Drama|Crime|Romance|

99495,Acacias, Las (2011),Drama|

1191,Madonna: Truth or Dare (1991),Documentary|Musical|

1192,Paris Is Burning (1990),Documentary|

1193,One Flew Over the Cuckoo's Nest (1975),Drama|

1194,Cheech and Chong's Up in Smoke (1978),Comedy|

1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Sci-Fi|Adventure|

1197,Princess Bride, The (1987),Action|Adventure|Fantasy|Romance|Comedy|

1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure|

1199,Brazil (1985),Sci-Fi|Fantasy|

1200,Aliens (1986),Action|Sci-Fi|Adventure|Horror|

1201,Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966),Western|Action|Adventure|

1202,Withnail & I (1987),Comedy|

1203,12 Angry Men (1957),Drama|

1204,Lawrence of Arabia (1962),Adventure|Drama|War|

1206,Clockwork Orange, A (1971),Sci-Fi|Drama|Thriller|Crime|

1207,To Kill a Mockingbird (1962),Drama|

1208,Apocalypse Now (1979),Action|Drama|War|

1209,Once Upon a Time in the West (C'era una volta il West) (1968),Western|Action|Drama|

66744,Divo, Il (2008),Drama|

1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Sci-Fi|Adventure|

1211,Wings of Desire (Himmel über Berlin, Der) (1987),Drama|Fantasy|Romance|

1212,Third Man, The (1949),Film-Noir|Thriller|Mystery|

1213,Goodfellas (1990),Drama|Crime|

83132,Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010),Fantasy|Animation|Children|

1214,Alien (1979),Sci-Fi|Horror|

1215,Army of Darkness (1993),Action|Adventure|Horror|Fantasy|Comedy|

83134,Tucker & Dale vs Evil (2010),Horror|Comedy|

1216,Big Blue, The (Grand bleu, Le) (1988),Adventure|Drama|Romance|

1217,Ran (1985),Drama|War|

1218,Killer, The (Die xue shuang xiong) (1989),Action|Drama|Thriller|Crime|

1219,Psycho (1960),Horror|Crime|

1220,Blues Brothers, The (1980),Action|Comedy|Musical|

1221,Godfather: Part II, The (1974),Drama|Crime|

1222,Full Metal Jacket (1987),Drama|War|

1223,Grand Day Out with Wallace and Gromit, A (1989),Sci-Fi|Adventure|Animation|Comedy|Children|

1224,Henry V (1989),Action|Drama|Romance|War|

1225,Amadeus (1984),Drama|

1226,Quiet Man, The (1952),Drama|Romance|

1227,Once Upon a Time in America (1984),Drama|Crime|

66762,Paris (2008),Drama|Romance|Comedy|

99530,Rurouni Kenshin (Rurôni Kenshin: Meiji kenkaku roman tan) (2012),Action|Drama|

1228,Raging Bull (1980),Drama|

1230,Annie Hall (1977),Romance|Comedy|

33998,Deceived (1991),Thriller|

1231,Right Stuff, The (1983),Drama|

1232,Stalker (1979),Sci-Fi|Drama|Mystery|

99537,Extracted (2012),Sci-Fi|Drama|

115921,Dead in Tombstone (2013),Action|Horror|Fantasy|

1233,Boot, Das (Boat, The) (1981),Action|Drama|War|

1234,Sting, The (1973),Crime|Comedy|

34002,Room Service (1938),Comedy|

115923,Seal Team Eight: Behind Enemy Lines (2014),Action|Drama|War|

1235,Harold and Maude (1971),Drama|Romance|Comedy|

1236,Trust (1990),Drama|Romance|Comedy|

1237,Seventh Seal, The (Sjunde inseglet, Det) (1957),Drama|

1238,Local Hero (1983),Comedy|

1240,Terminator, The (1984),Action|Sci-Fi|Thriller|

1241,Dead Alive (Braindead) (1992),Horror|Fantasy|Comedy|

1242,Glory (1989),Drama|War|

1243,Rosencrantz and Guildenstern Are Dead (1990),Drama|Comedy|

1244,Manhattan (1979),Drama|Romance|Comedy|

1245,Miller's Crossing (1990),Film-Noir|Drama|Thriller|Crime|

1246,Dead Poets Society (1989),Drama|

66783,Friday the 13th (2009),Horror|

1247,Graduate, The (1967),Drama|Romance|Comedy|

1248,Touch of Evil (1958),Film-Noir|Thriller|Crime|

66785,Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008),Western|Action|Adventure|Comedy|

1249,Femme Nikita, La (Nikita) (1990),Action|Thriller|Crime|Romance|

1250,Bridge on the River Kwai, The (1957),Adventure|Drama|War|

34018,At the Circus (1939),Comedy|Musical|

1251,8 1/2 (8½) (1963),Drama|Fantasy|

1252,Chinatown (1974),Film-Noir|Thriller|Crime|Mystery|

1253,Day the Earth Stood Still, The (1951),Sci-Fi|Drama|Thriller|

1254,Treasure of the Sierra Madre, The (1948),Western|Action|Adventure|Drama|

1255,Bad Taste (1987),Sci-Fi|Horror|Comedy|

1256,Duck Soup (1933),War|Comedy|Musical|

83177,Yogi Bear (2010),Comedy|Children|

1257,Better Off Dead... (1985),Romance|Comedy|

1258,Shining, The (1980),Horror|

1259,Stand by Me (1986),Adventure|Drama|

1260,M (1931),Film-Noir|Thriller|Crime|

1261,Evil Dead II (Dead by Dawn) (1987),Action|Horror|Fantasy|Comedy|

1262,Great Escape, The (1963),Action|Adventure|Drama|War|

1263,Deer Hunter, The (1978),Drama|War|

66798,Pink Panther 2, The (2009),Adventure|Comedy|Mystery|

83182,Funky Forest: The First Contact (2005),Comedy|

1264,Diva (1981),Action|Drama|Thriller|Romance|Mystery|

66801,Crips and Bloods: Made in America (2008),Documentary|

1265,Groundhog Day (1993),Fantasy|Romance|Comedy|

83184,Breathless (Ddongpari) (2009),Drama|Crime|

1266,Unforgiven (1992),Western|Drama|

1267,Manchurian Candidate, The (1962),Thriller|Crime|War|

1268,Pump Up the Volume (1990),Drama|Comedy|

83189,Merrill's Marauders (1962),Adventure|Drama|War|

1269,Arsenic and Old Lace (1944),Thriller|Comedy|Mystery|

1270,Back to the Future (1985),Sci-Fi|Adventure|Comedy|

1271,Fried Green Tomatoes (1991),Drama|Crime|Comedy|

34039,Broadway Melody of 1940 (1940),Musical|

99574,Promised Land (2012),Drama|

1272,Patton (1970),Drama|War|

1273,Down by Law (1986),Film-Noir|Drama|Comedy|

66808,Far Cry (2008),Action|Adventure|Drama|

1274,Akira (1988),Action|Sci-Fi|Adventure|Animation|

1275,Highlander (1986),Action|Adventure|Fantasy|

1276,Cool Hand Luke (1967),Drama|

1277,Cyrano de Bergerac (1990),Drama|Romance|Comedy|

1278,Young Frankenstein (1974),Fantasy|Comedy|

1279,Night on Earth (1991),Drama|Comedy|

1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama|

34048,War of the Worlds (2005),Action|Sci-Fi|Adventure|Thriller|

1281,Great Dictator, The (1940),Drama|War|Comedy|

1282,Fantasia (1940),Fantasy|Animation|Children|Musical|

1283,High Noon (1952),Western|Drama|

34051,My Brilliant Career (1979),Drama|Romance|

1284,Big Sleep, The (1946),Film-Noir|Crime|Mystery|

1285,Heathers (1989),Comedy|

1286,Somewhere in Time (1980),Drama|Romance|

1287,Ben-Hur (1959),Action|Adventure|Drama|

1288,This Is Spinal Tap (1984),Comedy|

50440,Primeval (2007),Horror|Thriller|

1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary|

1290,Some Kind of Wonderful (1987),Drama|Romance|

50442,Alpha Dog (2007),Drama|Crime|

1291,Indiana Jones and the Last Crusade (1989),Action|Adventure|

1292,Being There (1979),Drama|Comedy|

1293,Gandhi (1982),Drama|

50445,Hitcher, The (2007),Action|Horror|Thriller|

1295,Unbearable Lightness of Being, The (1988),Drama|

34063,Gambit (1966),Crime|Comedy|

50447,Dead Girl, The (2006),Drama|Thriller|Mystery|

99598,Confessions of a Window Cleaner (1974),Comedy|

1296,Room with a View, A (1986),Drama|Romance|

1297,Real Genius (1985),Comedy|

34065,Billion Dollar Brain (1967),Drama|Thriller|

1298,Pink Floyd: The Wall (1982),Drama|Musical|

83219,Pixar Story, The (2007),Documentary|

1299,Killing Fields, The (1984),Drama|War|

1300,My Life as a Dog (Mitt liv som hund) (1985),Drama|Comedy|

1301,Forbidden Planet (1956),Sci-Fi|Drama|

1302,Field of Dreams (1989),Drama|Fantasy|Children|

99607,Immaculate Conception of Little Dizzle (2009),Comedy|

1303,Man Who Would Be King, The (1975),Adventure|Drama|

83222,Trouble in Mind (1985),Drama|Crime|

1304,Butch Cassidy and the Sundance Kid (1969),Western|Action|

34072,March of the Penguins (Marche de l'empereur, La) (2005),Documentary|

1305,Paris, Texas (1984),Drama|Romance|

1306,Until the End of the World (Bis ans Ende der Welt) (1991),Sci-Fi|Adventure|Drama|

99611,Confessions of a Pop Performer (1975),Comedy|

1307,When Harry Met Sally... (1989),Romance|Comedy|

1311,Santa with Muscles (1996),Comedy|

132381,The Admiral: Roaring Currents (2014),Action|Drama|War|

1312,Female Perversions (1996),Drama|

1317,I'm Not Rappaport (1996),Comedy|

1318,Blue Juice (1995),Drama|Comedy|

1320,Alien³ (a.k.a. Alien 3) (1992),Action|Sci-Fi|Horror|Thriller|

1321,American Werewolf in London, An (1981),Horror|Thriller|Comedy|

1322,Amityville 1992: It's About Time (1992),Horror|

1323,Amityville 3-D (1983),Horror|

1324,Amityville: Dollhouse (1996),Horror|

1325,Amityville: A New Generation (1993),Horror|

1326,Amityville II: The Possession (1982),Horror|

1327,Amityville Horror, The (1979),Drama|Horror|Thriller|Mystery|

1328,Amityville Curse, The (1990),Horror|

1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror|

1330,April Fool's Day (1986),Horror|

1332,Believers, The (1987),Horror|Thriller|

1333,Birds, The (1963),Horror|Thriller|

1334,Blob, The (1958),Sci-Fi|Horror|

1336,Body Parts (1991),Horror|Thriller|

1337,Body Snatcher, The (1945),Drama|Horror|Thriller|

1339,Dracula (Bram Stoker's Dracula) (1992),Horror|Thriller|Fantasy|Romance|

1340,Bride of Frankenstein, The (Bride of Frankenstein) (1935),Sci-Fi|Drama|Horror|

1342,Candyman (1992),Horror|Thriller|

1343,Cape Fear (1991),Thriller|

34111,God Who Wasn't There, The (2005),Documentary|

1344,Cape Fear (1962),Drama|Thriller|Crime|

1345,Carrie (1976),Drama|Horror|Thriller|Fantasy|

1346,Cat People (1982),Drama|Horror|Fantasy|

1347,Nightmare on Elm Street, A (1984),Horror|Thriller|

1348,Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922),Horror|

1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror|

116036,Children of the Corn: Revelation (2001),Horror|Thriller|

1350,Omen, The (1976),Horror|Thriller|Mystery|

1351,Blood and Wine (Blood & Wine) (1996),Drama|Thriller|Crime|

83270,Made in Dagenham (2010),Drama|Comedy|

1352,Albino Alligator (1996),Thriller|Crime|

1353,Mirror Has Two Faces, The (1996),Drama|Romance|Comedy|

1354,Breaking the Waves (1996),Drama|Mystery|

1355,Nightwatch (1997),Horror|Thriller|

1356,Star Trek: First Contact (1996),Action|Sci-Fi|Adventure|Thriller|

